 Parking Lot Id; Parking Space Id; Occupied Status; Reserved Status; Time
28;482;false;false;24.03.2020 16:40
28;482;false;false;18.03.2020 12:22
28;482;false;false;13.03.2020 16:22
28;482;false;false;10.03.2020 16:15
28;482;false;false;09.03.2020 14:51
28;482;false;false;03.03.2020 12:50
28;482;true;false;24.03.2020 07:06
28;482;true;false;18.03.2020 06:11
28;482;true;false;11.03.2020 07:02
28;482;true;false;10.03.2020 07:07
28;482;true;false;03.03.2020 13:02
28;484;false;false;27.03.2020 12:11
28;484;false;false;27.03.2020 07:10
28;484;false;false;25.03.2020 19:35
28;484;false;false;24.03.2020 12:45
28;484;false;false;06.03.2020 11:20
28;484;false;false;05.03.2020 18:06
28;484;false;false;03.03.2020 23:27
28;484;true;false;27.03.2020 12:58
28;484;true;false;27.03.2020 11:49
28;484;true;false;26.03.2020 14:18
28;484;true;false;25.03.2020 06:08
28;484;true;false;23.03.2020 06:08
28;484;true;false;06.03.2020 11:07
28;484;true;false;05.03.2020 15:15
28;485;false;false;26.03.2020 22:32
28;485;false;false;24.03.2020 13:23
28;485;false;false;23.03.2020 19:17
28;485;false;false;18.03.2020 18:34
28;485;false;false;18.03.2020 13:48
28;485;false;false;18.03.2020 12:25
28;485;false;false;12.03.2020 14:32
28;485;false;false;11.03.2020 14:07
28;485;false;false;10.03.2020 16:52
28;485;false;false;09.03.2020 10:17
28;485;false;false;06.03.2020 12:56
28;485;false;false;06.03.2020 07:25
28;485;false;false;05.03.2020 18:06
28;485;false;false;05.03.2020 13:20
28;485;false;false;03.03.2020 11:37
28;485;true;false;26.03.2020 19:54
28;485;true;false;24.03.2020 12:43
28;485;true;false;19.03.2020 15:41
28;485;true;false;18.03.2020 14:53
28;485;true;false;18.03.2020 12:34
28;485;true;false;12.03.2020 17:39
28;485;true;false;12.03.2020 11:24
28;485;true;false;11.03.2020 05:02
28;485;true;false;10.03.2020 09:26
28;485;true;false;06.03.2020 17:20
28;485;true;false;06.03.2020 10:24
28;485;true;false;05.03.2020 18:38
28;485;true;false;05.03.2020 13:25
28;485;true;false;05.03.2020 13:18
28;66124;false;false;09.03.2020 08:57
28;66124;false;false;03.03.2020 09:08
28;66124;true;false;09.03.2020 17:01
28;66124;true;false;03.03.2020 10:18
28;66125;false;false;09.03.2020 18:57
28;66125;false;false;06.03.2020 14:34
28;66125;false;false;05.03.2020 18:56
28;66125;false;false;04.03.2020 09:03
28;66125;false;false;03.03.2020 13:11
28;66125;false;false;03.03.2020 13:04
28;66125;false;false;03.03.2020 12:46
28;66125;false;false;03.03.2020 12:25
28;66125;false;false;03.03.2020 11:42
28;66125;false;false;03.03.2020 11:11
28;66125;false;false;03.03.2020 10:52
28;66125;false;false;03.03.2020 10:23
28;66125;false;false;02.03.2020 15:09
28;66125;true;false;09.03.2020 08:23
28;66125;true;false;06.03.2020 08:22
28;66125;true;false;05.03.2020 08:25
28;66125;true;false;04.03.2020 09:02
28;66125;true;false;03.03.2020 13:08
28;66125;true;false;03.03.2020 13:01
28;66125;true;false;03.03.2020 12:44
28;66125;true;false;03.03.2020 12:23
28;66125;true;false;03.03.2020 11:38
28;66125;true;false;03.03.2020 11:07
28;66125;true;false;03.03.2020 10:49
28;66125;true;false;03.03.2020 08:22
28;66125;true;false;02.03.2020 08:16
28;66126;false;false;05.03.2020 19:26
28;66126;false;false;05.03.2020 08:54
28;66126;false;false;04.03.2020 14:35
28;66126;false;false;03.03.2020 13:30
28;66126;false;false;03.03.2020 13:22
28;66126;false;false;03.03.2020 12:42
28;66126;false;false;03.03.2020 12:37
