 Parking Lot Id; Parking Space Id; Occupied Status; Reserved Status; Time
28;482;false;false;28.05.2020 17:40
28;482;false;false;14.05.2020 17:21
28;482;false;false;07.05.2020 15:06
28;482;false;false;06.05.2020 16:16
28;482;false;false;05.05.2020 18:41
28;482;false;false;04.05.2020 16:57
28;482;true;false;28.05.2020 07:22
28;482;true;false;14.05.2020 07:39
28;482;true;false;07.05.2020 07:45
28;482;true;false;06.05.2020 07:46
28;482;true;false;05.05.2020 18:26
28;482;true;false;04.05.2020 08:41
28;484;false;false;28.05.2020 10:14
28;484;false;false;15.05.2020 11:08
28;484;false;false;14.05.2020 19:41
28;484;false;false;12.05.2020 20:55
28;484;false;false;12.05.2020 09:04
28;484;false;false;09.05.2020 21:31
28;484;false;false;07.05.2020 15:42
28;484;false;false;07.05.2020 11:49
28;484;true;false;15.05.2020 11:16
28;484;true;false;15.05.2020 11:03
28;484;true;false;14.05.2020 18:11
28;484;true;false;12.05.2020 19:19
28;484;true;false;11.05.2020 12:31
28;484;true;false;09.05.2020 19:51
28;484;true;false;07.05.2020 15:41
28;485;false;false;31.05.2020 15:20
28;485;false;false;28.05.2020 10:29
28;485;false;false;25.05.2020 13:01
28;485;false;false;25.05.2020 12:09
28;485;false;false;25.05.2020 09:37
28;485;false;false;15.05.2020 11:08
28;485;false;false;15.05.2020 10:53
28;485;false;false;11.05.2020 12:45
28;485;false;false;10.05.2020 13:02
28;485;false;false;09.05.2020 19:50
28;485;false;false;09.05.2020 18:41
28;485;false;false;08.05.2020 23:41
28;485;false;false;07.05.2020 14:33
28;485;false;false;07.05.2020 11:43
28;485;false;false;07.05.2020 10:43
28;485;false;false;03.05.2020 19:41
28;485;true;false;31.05.2020 15:16
28;485;true;false;25.05.2020 13:31
28;485;true;false;25.05.2020 12:46
28;485;true;false;25.05.2020 10:08
28;485;true;false;15.05.2020 11:16
28;485;true;false;15.05.2020 11:03
28;485;true;false;14.05.2020 14:45
28;485;true;false;11.05.2020 12:44
28;485;true;false;10.05.2020 12:36
28;485;true;false;09.05.2020 19:43
28;485;true;false;09.05.2020 17:22
28;485;true;false;08.05.2020 22:46
28;485;true;false;07.05.2020 11:47
28;485;true;false;07.05.2020 11:11
28;485;true;false;06.05.2020 13:32
28;485;true;false;03.05.2020 17:40
28;66125;false;false;01.05.2020 00:58
28;66125;true;false;01.05.2020 00:33
28;66127;false;false;14.05.2020 19:01
